graphs_name,embeddability,embeddability_bool
MYEC?GG??Xg[CcGS_,unembeddable,unsat
MYEC?OC??Xg[CcGS_,unembeddable,unsat
MYEGC?A??Xg[CSGc_,embeddable,sat
MYOG`A?_?I_[DIAd?,5-grid embeddable,sat
MYOOPA?_?F?iDIAd?,13-grid embeddable,sat
MYOOPA?_?J?ZDCAg_,5-grid embeddable,sat
MYOc_GG_?F@gCD?M_,embeddable,sat
MYOc_OC_?F@gCD?M_,21-grid embeddable,sat
MYOc_OC_?TAg?T?M_,embeddable,sat
MYQD?GOA?F_gCHAD_,embeddable,sat
MYQD?GOA?J_WCHAD_,embeddable,sat
MYQD?OCC?R_W@HCD_,embeddable,sat
MYS?HA?_?I_[DIAd?,5-grid embeddable,sat
MYSc?CC_?LAK?TAE_,13-grid embeddable,sat
MYSc?CC_?MAK?LAE_,13-grid embeddable,sat
MYSc?CC_?RaA?p@H_,13-grid embeddable,sat
MYSc?CC_?TAg?T?M_,embeddable,sat
MY_?GAPPOUCPBCCH_,unembeddable,unsat
MY_?_OC@DHBQOS?w_,embeddable,sat
MY_G`A?O?I_[DIAd?,5-grid embeddable,sat
MY_OPA?O?F?iDIAd?,embeddable,sat
MY_S??XHOFH?@D?b_,13-grid embeddable,sat
MY_S?GG?@Hg[CcAS_,9-grid embeddable,sat
MY_S?OC??kg[GKAS_,9-grid embeddable,sat
MY_S?OC?@Hg[CcAS_,13-grid embeddable,sat
MY_W?E??@Ig[CKAc_,9-grid embeddable,sat
MYa?_?RQ?KCH@[AF?,minimally unembeddable,unsat
MYaO?CG??ig[GcAK_,embeddable,sat
MYc?HA?O?I_[DIAd?,minimally unembeddable,unsat
MYe??CC??ig[GKAc_,13-grid embeddable,sat
MYe??CC??ig[GcAK_,embeddable,sat
MYeA?CCG?i@S?U?L_,embeddable,sat
MYeA?GA??o_i?lGY?,embeddable,sat
MYg?_H?_?X?r?[Co_,minimally unembeddable,unsat
M[?I??JeAA_hH@Cg_,embeddable,sat
M[?I??de?FaGB@O`_,21-grid embeddable,sat
M[?I??hFAAoH@`Cg_,unembeddable,unsat
M[?I??heAA_h@`Cg_,unembeddable,unsat
M[?I?@HF@A_X@`cG_,unembeddable,unsat
M[?I?ALOoo_oGPCB_,minimally unembeddable,unsat
M[?KGOOO?p_qWO?X_,13-grid embeddable,sat
M[?KGOOO?w_UWO?X_,9-grid embeddable,sat
M[@?O?bF?QoHP@Cg_,embeddable,sat
M[@?O@HF@A_X@`cG_,embeddable,sat
M[@?O@`F?QoH@`Cg_,minimally unembeddable,unsat
M[@?O@`e?Q_h@`Cg_,unembeddable,unsat
M[@KA?PA_w?Q?XGB_,5-grid embeddable,sat
M[@KACOAGw?E?pGB_,unembeddable,unsat
M[AI?_G??Yg[GKCc_,embeddable,sat
M[AI?_G??[g[GKCS_,5-grid embeddable,sat
M[AI?_G?@Pg[@cCS_,unembeddable,unsat
M[CI??JP@AAP_[@F?,embeddable,sat
M[CI?I???Xg[GSCc_,embeddable,sat
M[D???VISAG`Ac?b_,unembeddable,unsat
M[D?GO??IooU@oGW_,embeddable,sat
M[EA??RQ?KCH@[AF?,unembeddable,unsat
M[EA?GG??Xg[GSCc_,13-grid embeddable,sat
M[EA?GG??Yg[GKCc_,13-grid embeddable,sat
M[EA?GG??[g[GKCS_,13-grid embeddable,sat
M[HOaA?A?H`S?U?p_,13-grid embeddable,sat
M[O?G?\OpKQ??TAB_,unembeddable,unsat
M[O?G@TGo[Q??TAB_,unembeddable,unsat
M[O?GALGoogG@`CB_,unembeddable,unsat
M[O?GAdAoogG@`CB_,unembeddable,unsat
M[OG`A?O?a_l?kB__,embeddable,sat
M[OOGO??IXO[CSGc_,13-grid embeddable,sat
M[OOP@?_?b?w@LAe?,9-grid embeddable,sat
M[OOP@?_?e?kBD?m?,13-grid embeddable,sat
M[OOP@?_?i?[@LAe?,embeddable,sat
M[OOP@?_?i?\Ac@K_,embeddable,sat
M[OOPA?O?B_xDCAg_,7-grid embeddable,sat
M[OOPA?O?E_lDCAg_,minimally unembeddable,unsat
M[OOPA?O?a_k@dAi?,9-grid embeddable,sat
M[OOPA?O?a_kB`?m?,9-grid embeddable,sat
M[OOPA?O?i?M@dAi?,minimally unembeddable,unsat
M[OS??XHOFH?@D?b_,unembeddable,unsat
M[PCOGOG?RAg?M?d_,5-grid embeddable,sat
M[PS?CG??a`E@dGY?,13-grid embeddable,sat
M[QAGOOG?JBG?M?d_,embeddable,sat
M[QQ?CG??a`E@dGY?,minimally unembeddable,unsat
M[S?H@?_?e?kBD?m?,13-grid embeddable,sat
M[T?HA???c_eAT?y?,9-grid embeddable,sat
M[T?K?_??c_eAT?y?,9-grid embeddable,sat
M[T@?I???c_iAL?y?,13-grid embeddable,sat
M[TC?CCG?RaA?p@H_,7-grid embeddable,sat
M[U?H@???c_eAT?y?,13-grid embeddable,sat
M[_I?GO?@Hg[AcCS_,9-grid embeddable,sat
M[_OP@?O?a_k@dAi?,minimally unembeddable,unsat
M[_Q??JP?cCH@[AF?,unembeddable,unsat
M[`??@QDOU`_GP?h_,9-grid embeddable,sat
M[d?I?_??c_eAT?y?,13-grid embeddable,sat
M[d@?H???c_iAL?y?,21-grid embeddable,sat
M[dA?CCG?i@S?U?L_,5-grid embeddable,sat
M[dA?GAG?RaA@P?h_,minimally unembeddable,unsat
M[dA?G_??c_iAL?y?,embeddable,sat
M_??aOdC_Gd@b_{@?,13-grid embeddable,sat
M_??aOdG_Gb@b_{@?,9-grid embeddable,sat
M_??aOdG_Oa`b_{@?,9-grid embeddable,sat
M_??go_HID@LbC{O?,unembeddable,unsat
M_??hO_PGdPDBS{O?,unembeddable,unsat
M_??hP?HGd@LbC{O?,unembeddable,unsat
M_??i?PAPPCab_{@?,embeddable,sat
M_??i?PHOPD@b_{@?,13-grid embeddable,sat
M_??i?`@PPBAb_{@?,13-grid embeddable,sat
M_??iO`CGGd@b_{@?,embeddable,sat
M_??iO`CGOc`b_{@?,embeddable,sat
M_??iO`GGGb@b_{@?,9-grid embeddable,sat
M_??q?@HPPAcb_{@?,9-grid embeddable,sat
M_??q?P@PPCab_{@?,21-grid embeddable,sat
M_??q?`@PPAab_{@?,embeddable,sat
M_??qO@GHGacb_{@?,minimally unembeddable,unsat
M_??qO`CGGc`b_{@?,embeddable,sat
M_??qO`GGGa`b_{@?,21-grid embeddable,sat
M_?@AODC_occb_{@?,embeddable,sat
M_?@AODG_oacb_{@?,9-grid embeddable,sat
M_?@AOHC_gccb_{@?,13-grid embeddable,sat
M_?@I?@EPPAcb_{@?,13-grid embeddable,sat
M_?@I?P@PPBAb_{@?,embeddable,sat
M_?@I?PAPPAab_{@?,embeddable,sat
M_?@OhOg?P_jXgeo?,unembeddable,unsat
M_?GO_PGpHOiOi}??,unembeddable,unsat
M_?GP?OPSHAYGi}??,unembeddable,unsat
M_?GP?OPSHCXCk}??,embeddable,sat
M_?GP?O`QDAYHI}??,unembeddable,unsat
M_?GP?O`QDAeGq}??,unembeddable,unsat
M_?GP?PC`CoiPI}??,unembeddable,unsat
M_?GP?PD@CoiOi}??,unembeddable,unsat
M_?G_O`GaGad_s}??,embeddable,sat
M_?G_O`HAGaT_s}??,embeddable,sat
M_?G__HH@CoiOi}??,minimally unembeddable,unsat
M_?G`@iTT_@_?p_B_,unembeddable,unsat
M_?H?_HOHCab`o}??,unembeddable,unsat
M_?H?`iTT_@_?p_B_,unembeddable,unsat
M_?KP@OC?G_\MSxA?,minimally unembeddable,unsat
M_?OAODC`OcSb_{@?,7-grid embeddable,sat
M_?OAOd?_cdAb_{@?,embeddable,sat
M_?OAOd?_ocQb_{@?,13-grid embeddable,sat
M_?OAOd?`CbAb_{@?,9-grid embeddable,sat
M_?OAOd?`OaQb_{@?,13-grid embeddable,sat
M_?OAOh?`GaQb_{@?,embeddable,sat
M_?OAOhD?CcPb_{@?,embeddable,sat
M_?OI?PIOPCPb_{@?,9-grid embeddable,sat
M_?OIO@CHOcSb_{@?,minimally unembeddable,unsat
M_?OP?``QD@YDI}??,unembeddable,unsat
M_?OP@@_`G`dCs}??,5-grid embeddable,sat
M_?OQ?@HPPASb_{@?,minimally unembeddable,unsat
M_?OQ?P@PPCQb_{@?,5-grid embeddable,sat
M_?OQO@GHGaSb_{@?,embeddable,sat
M_?O_OGHPDGe_q}??,unembeddable,unsat
M_?O_OHH@CoiOi}??,unembeddable,unsat
M_?PA?BHOPB@b_{@?,9-grid embeddable,sat
M_?PAOD?HCbAb_{@?,13-grid embeddable,sat
M_?PAODC_OcDb_{@?,13-grid embeddable,sat
M_?PAOd?_OaBb_{@?,13-grid embeddable,sat
M_?PI?@GWPB@b_{@?,17-grid embeddable,sat
M_?PI?@IOPADb_{@?,minimally unembeddable,unsat
M_?PIO@?HOaEb_{@?,embeddable,sat
M_?PQ?@HOPADb_{@?,13-grid embeddable,sat
M_?PQ?P@OPCBb_{@?,9-grid embeddable,sat
M_?PQO@?HGaEb_{@?,embeddable,sat
M_?_Q?@DPPASb_{@?,13-grid embeddable,sat
M_?_Q?P@PPAQb_{@?,embeddable,sat
M_?__?WOpIPocYYK?,unembeddable,unsat
M_?__OHOHGaR`o}??,unembeddable,unsat
M_?__pA?gQobJG{O?,unembeddable,unsat
M_?_a?B@PPBAb_{@?,9-grid embeddable,sat
M_?_a?BHOPB@b_{@?,embeddable,sat
M_?_aO@?ghDAb_{@?,9-grid embeddable,sat
M_?_aOD?HCbAb_{@?,13-grid embeddable,sat
M_?_aO`?gGb@b_{@?,13-grid embeddable,sat
M_?_i?@?XPBAb_{@?,13-grid embeddable,sat
M_?_iO@?G`dAb_{@?,embeddable,sat
M_?_iO`?GOaBb_{@?,embeddable,sat
M_?_q?@HOPADb_{@?,embeddable,sat
M_?_qO@?HGaEb_{@?,minimally unembeddable,unsat
M_?_qO`?GGaBb_{@?,13-grid embeddable,sat
M_?a?_HA_codHS}??,unembeddable,unsat
M_@?`?G_WXAqGq}??,minimally unembeddable,unsat
M_@@?OO_Wh@pGs}??,minimally unembeddable,unsat
M_@@?_G_gYAeGq}??,minimally unembeddable,unsat
M_@@?_HB?coTHS}??,unembeddable,unsat
M_C??SSH@CoiOi}??,unembeddable,unsat
M_C?@GW@YDdO``{O?,unembeddable,unsat
M_C?AODC`Cccb_{@?,13-grid embeddable,sat
M_C?AODC`GcSb_{@?,13-grid embeddable,sat
M_C?AODG`GaSb_{@?,13-grid embeddable,sat
M_C?AOd?_gcQb_{@?,embeddable,sat
M_C?AOd?`Caab_{@?,13-grid embeddable,sat
M_C?Gc_HGFHDbC{O?,unembeddable,unsat
M_C?HD?HGFBDbC{O?,unembeddable,unsat
M_C?I?@HPPASb_{@?,minimally unembeddable,unsat
M_C?IO@CHGcSb_{@?,5-grid embeddable,sat
M_C?IO@GHGaSb_{@?,embeddable,sat
M_C?O?PHHEGq`Q}??,unembeddable,unsat
M_C@?SSPD?W?@xME?,embeddable,sat
M_C@@HA?goobBW{O?,unembeddable,unsat
M_C@AO@@GdCab_{@?,9-grid embeddable,sat
M_C@AOd?_GaBb_{@?,13-grid embeddable,sat
M_C@G_@@XDHDbC{O?,embeddable,sat
M_C@H?@@YDBDbC{O?,unembeddable,unsat
M_C@I?@?XPAab_{@?,embeddable,sat
M_C@IO`?GGaBb_{@?,embeddable,sat
M_CG??RG`AoqPQ}??,unembeddable,unsat
M_CG@@@ChCOg@b}A?,unembeddable,unsat
M_CG_?@GpHOiOi}??,unembeddable,unsat
M_CG_?`O_Ece`Q}??,unembeddable,unsat
M_CG`?@`@CgT@[}??,5-grid embeddable,sat
M_CH?_B@AAcR`K}??,minimally unembeddable,unsat
M_CO@?HOhCOg@b}A?,5-grid embeddable,sat
M_CQ??HG`AOe@q}A?,embeddable,sat
M_CZC?_?AHeIAc_W_,unembeddable,unsat
M_C_??QAPEGk`c}A?,9-grid embeddable,sat
M_C_??QAPEGs`S}A?,unembeddable,unsat
M_C_?ATQPcD_o`?u?,unembeddable,unsat
M_C_?AXPPcD_o`?u?,unembeddable,unsat
M_C_?AoQQKDQDQ_w?,13-grid embeddable,sat
M_C_?AoSaQCiBa_w?,unembeddable,unsat
M_C_?FoP_iD?_RAd?,embeddable,sat
M_C_A?B@PPAQb_{@?,embeddable,sat
M_C_AODCGCcPb_{@?,13-grid embeddable,sat
M_C_O_?@HEGL_k~??,minimally unembeddable,unsat
M_C_O_?`HBGT@s}??,minimally unembeddable,unsat
M_C__?HO_Ece`Q}??,unembeddable,unsat
M_C__?HO_KcM`Q}??,embeddable,sat
M_C__O_?gBgq`Q}G?,unembeddable,unsat
M_C_`?CAGEOTOU~??,unembeddable,unsat
M_C`?_CAGEOTOU~??,unembeddable,unsat
M_Ca??QGON@Ir@kK?,unembeddable,unsat
M_Ca??aCOM`Kr@kK?,unembeddable,unsat
M_Ca@?H`?FARBK{O?,unembeddable,unsat
M_CaCASR@CCHCiAT?,unembeddable,unsat
M_CbA_??GT?ikKbB?,5-grid embeddable,sat
M_Cc?@LEcKCGCRWD?,minimally unembeddable,unsat
M_Cc?@`UHSQ_@P?q_,unembeddable,unsat
M_Cc?@`ULCAo@PAQ_,minimally unembeddable,unsat
M_Cc?@`ULGAo?pAQ_,embeddable,sat
M_CcA?MPP_@KCegB?,embeddable,sat
M_CcA?iKSWI_?h?U_,9-grid embeddable,sat
M_CcA?wB_iOPOSGH_,unembeddable,unsat
M_CcAAoF?MgGA`GH_,unembeddable,unsat
M_CcABoB?cCH@eAT?,embeddable,sat
M_Cg?CPGd@iQPWao?,unembeddable,unsat
M_CrE?G_?HbAG`?Y_,unembeddable,unsat
M_CrE?G_@HBG?d?M_,minimally unembeddable,unsat
M_D?O___gI?fGq}??,unembeddable,unsat
M_D?O___gICd?u}??,embeddable,sat
M_D@?OO_?D_jwWN_?,unembeddable,unsat
M_D@?_G_gI?fGq}??,unembeddable,unsat
M_D@?_G_gICd?u}??,unembeddable,unsat
M_D@CAoCo[@HPCGH_,unembeddable,unsat
M_DC@AoEOM@PPCGH_,5-grid embeddable,sat
M_DHc?_?B@bI@c_W_,minimally unembeddable,unsat
M_DId?__@EBC?L@E_,21-grid embeddable,sat
M_DPS?_?AHeIAc_W_,embeddable,sat
M_DPS?_?APeI@c_W_,minimally unembeddable,unsat
M_DRD?G_?DbAGP@I_,13-grid embeddable,sat
M_DRD?G_?ocK?e@H_,13-grid embeddable,sat
M_DRD?G_?qCc?L?e_,embeddable,sat
M_Dad?G_@P_a?XC`_,9-grid embeddable,sat
M_E@??`DAS?ZbW[K?,unembeddable,unsat
M_E@?@`hAc@oAXCU?,embeddable,sat
M_E@?@`o`g@oAXCU?,unembeddable,unsat
M_E@AAoCo[H@@SGH_,5-grid embeddable,sat
M_ELA__??o_Y@LWI?,9-grid embeddable,sat
M_EM@__??o_Y@LWI?,embeddable,sat
M_E`_Q?O?w_UWO?X_,13-grid embeddable,sat
M_EcP`???o_Y@LWI?,13-grid embeddable,sat
M_FCP__??o_Y@LWI?,minimally unembeddable,unsat
M_G??cKP@CoTDS}??,unembeddable,unsat
M_G?I?@DPPASb_{@?,embeddable,sat
M_G?O?P`aEChDK}??,embeddable,sat
M_G?_?HPHEOhDc}??,unembeddable,unsat
M_G?_?HPPKOdCs}??,unembeddable,unsat
M_G?_?H`IEChDc}??,unembeddable,unsat
M_G?a?B@PPAab_{@?,embeddable,sat
M_G?a?BHOPA`b_{@?,7-grid embeddable,sat
M_G?aO@?ghCab_{@?,minimally unembeddable,unsat
M_G?aO@?hGacb_{@?,13-grid embeddable,sat
M_G?aO@@GdCab_{@?,13-grid embeddable,sat
M_G?i?@HOPADb_{@?,13-grid embeddable,sat
M_G?iO@?G`cab_{@?,5-grid embeddable,sat
M_G?iO@?HGaEb_{@?,5-grid embeddable,sat
M_GA??bEOg@ppSkI?,unembeddable,unsat
M_GG@?POgcOg@b}A?,minimally unembeddable,unsat
M_GO?AoPaQDQDQ_w?,unembeddable,unsat
M_GO?AoQaIdGD`_w?,unembeddable,unsat
M_GO?BAKWsCoQQ`P?,unembeddable,unsat
M_GO?BAKXSAoQP`Q?,unembeddable,unsat
M_GO?BoP_qOgI`?u?,embeddable,sat
M_GO?BoQOkOgI`?u?,unembeddable,unsat
M_GO?BoQcIDGD`?u?,unembeddable,unsat
M_GOAOD?_ccEb_{@?,13-grid embeddable,sat
M_GOO?@_qDCdDS}??,unembeddable,unsat
M_GOc?_?OH`Y[grA?,unembeddable,unsat
M_GP?OO_?D_jqW\_?,unembeddable,unsat
M_GP?d?_?G`D?{~??,embeddable,sat
M_GQ?CPG?K`K{CbB?,embeddable,sat
M_GQ?e?G?G`D?{~??,5-grid embeddable,sat
M_GQACOG?T?ikKbB?,unembeddable,unsat
M_GQA_AG?K`KkKbB?,unembeddable,unsat
M_GQC?rE@G@I@boE?,13-grid embeddable,sat
M_GQKO_C?FccECo@_,embeddable,sat
M_GQKO_C?FdADGo@_,13-grid embeddable,sat
M_GQ_?_?OH`YkWrA?,minimally unembeddable,unsat
M_GS??J`OkJCGSWA_,embeddable,sat
M_GS?B@MHKI_?qAP_,5-grid embeddable,sat
M_GSA?hKaWQ_?X?e_,minimally unembeddable,unsat
M_GSAAIPOpCaG`CQ_,minimally unembeddable,unsat
M_GW@CQGO`wBPoag?,unembeddable,unsat
M_GZC_??M@EDBC?s_,embeddable,sat
M_G__`GOcAO_EXHe?,minimally unembeddable,unsat
M_G__`G_aAO_EXHe?,embeddable,sat
M_Ga?OO_?D_jeW\_?,unembeddable,unsat
M_H?__@@[DDDBc{O?,unembeddable,unsat
M_H@?OO_?D_jeW\_?,unembeddable,unsat
M_HT?_G?@awKAK@c_,embeddable,sat
M_I?_?JoXKB_CPWA_,minimally unembeddable,unsat
M_I?_?JoXcB_@PWA_,embeddable,sat
M_I?_?d_qcB_ATWI?,minimally unembeddable,unsat
M_IH_a?O?p_qWO?X_,9-grid embeddable,sat
M_K__A@OQCO_ETHi?,5-grid embeddable,sat
M_L?k?_?B@bI@c_W_,embeddable,sat
M_LQD?A_?PaQGP@I_,9-grid embeddable,sat
M_LQD?A_@C`E?XDA_,unembeddable,unsat
M_LSA?__?h`IGg?p_,embeddable,sat
M_LTC?@??``I@dWI?,13-grid embeddable,sat
M_L_cA?O?d`IHG?p_,embeddable,sat
M_LcA?O_?h`IGg?p_,5-grid embeddable,sat
M_M@Ga?O?p_qWO?X_,minimally unembeddable,unsat
M_MD?GOO?w_UWO?X_,13-grid embeddable,sat
M_M_a@?_@IATAK?s_,embeddable,sat
M_N@?`?_@KALAK?s_,5-grid embeddable,sat
M_O___@@[DDDBc{O?,unembeddable,unsat
M_Ok___?@awK?kBC_,embeddable,sat
M_QQd?GG@`_a?pAH_,13-grid embeddable,sat
M_QbC_GC?DbA?YH@_,embeddable,sat
M_S_??aCOI`[pakK?,unembeddable,unsat
M_Sd?GO?@owK?k@S_,embeddable,sat
M_StC@???o_U@TGY?,unembeddable,unsat
M_Su@A???o_e?tGY?,5-grid embeddable,sat
M_T_c?__?dcaAW?p_,embeddable,sat
M_T_c?__?p_qGW?p_,5-grid embeddable,sat
M_T_c?__@`_qAW?p_,13-grid embeddable,sat
M_T`?a?_?b?YHEAh?,embeddable,sat
M_UR@A???o_U@TGY?,5-grid embeddable,sat
M_U`?_A?Pa@aoI?l?,embeddable,sat
M_Uca?_??a_UBDGY?,5-grid embeddable,sat
M_V?`?__@``I@g?p_,embeddable,sat
M_V@C?OG@``I@g?p_,embeddable,sat
M_WT?GO?@owK?k@S_,embeddable,sat
M_XP?a?_@CaLAS@g_,minimally unembeddable,unsat
M_XP?a?_@DAL@cAS_,9-grid embeddable,sat
M_YP?`?_@CaLAS@g_,minimally unembeddable,unsat
M_YSA?OG?bcaAg?p_,13-grid embeddable,sat
M_YSA?OG@BaaAg?p_,embeddable,sat
M_Z?c?_C?bdA@g?p_,embeddable,sat
M_Z?c?_C?h`IGg?p_,embeddable,sat
M____?JPWkF?GPoA_,unembeddable,unsat
M____@BBWkF?GPoA_,unembeddable,unsat
M____ApAqKgGE@H@_,unembeddable,unsat
M____ApBQcgGA`H@_,unembeddable,unsat
M____BoBOegGA`H@_,embeddable,sat
M___a?wD_Y?XoCGH_,embeddable,sat
M__h_a?O?w_UWO?X_,21-grid embeddable,sat
M_`@?_o@OS?ZiKTI?,unembeddable,unsat
M_a?`@oI_i?qAQOH_,5-grid embeddable,sat
M_a@?`oI_i@I@aOH_,13-grid embeddable,sat
M_a@?`oI_i_oAPOH_,unembeddable,unsat
M_aab?GC?BbA?iH@_,5-grid embeddable,sat
M_cpA?A_?FcaEGOP_,embeddable,sat
M_cpA?A_?JcQEGOP_,embeddable,sat
M_dR@A???o_U@TGY?,9-grid embeddable,sat
M_d_a?__?b_qIG?p_,5-grid embeddable,sat
M_d_a?__?dcaAW?p_,embeddable,sat
M_d_a?__@`_qAW?p_,13-grid embeddable,sat
M_d`?`?_?b?YHEAh?,5-grid embeddable,sat
M_d`aA???a_UBDGY?,13-grid embeddable,sat
M_ea@?O??hg[AcGS_,25-grid embeddable,sat
M_hP?a?O@``I@g?p_,13-grid embeddable,sat
M_hPaA???a_UBDGY?,9-grid embeddable,sat
M_hSA?_C@``I@g?p_,embeddable,sat
M_hSa?_?@H_[EC?T_,5-grid embeddable,sat
M_h_a?O_?b_qIG?p_,13-grid embeddable,sat
M_h_a?O_?hcQAW?p_,13-grid embeddable,sat
M_h_a?O_@`_qAW?p_,13-grid embeddable,sat
M_oq`A???o_e?tGY?,5-grid embeddable,sat
M_osa?_??a_UBDGY?,5-grid embeddable,sat
M`???IGBPFBOP`{C?,unembeddable,unsat
M`???ga@_WhDao{C?,minimally unembeddable,unsat
M`??GEGApBB_PB{C?,unembeddable,unsat
M`??O?PBQHOWHb}C?,unembeddable,unsat
M`??Oc_B_HHD`Q{C?,embeddable,sat
M`??Q?LG_g?ZuAhK?,unembeddable,unsat
M`??Q?MGOg?ZuAhK?,unembeddable,unsat
M`??_OKGSC_tPS}G?,unembeddable,unsat
M`??aOd?_G`Bb_{@?,9-grid embeddable,sat
M`??aOd?_O_bb_{@?,embeddable,sat
M`??iO`?GG`Bb_{@?,5-grid embeddable,sat
M`??iO`?GO_bb_{@?,21-grid embeddable,sat
M`??q?@HOP?db_{@?,5-grid embeddable,sat
M`?@?`CB?R?yaa{C?,13-grid embeddable,sat
M`?@AOD?_o_eb_{@?,13-grid embeddable,sat
M`?@I?P@OP@Bb_{@?,embeddable,sat
M`?@Q?P@OP?bb_{@?,embeddable,sat
M`?A@?HC_WOe@q}A?,embeddable,sat
M`?A@CGCGWOe@q}A?,5-grid embeddable,sat
M`?AA?eE_Q?hiIdD?,unembeddable,unsat
M`?AA?iDOQ?pbKkB?,unembeddable,unsat
M`?CA?WH?F`_i`TP?,minimally unembeddable,unsat
M`?CO@CCXQ?gB`{@?,13-grid embeddable,sat
M`?G??RA`IGJpgmC?,unembeddable,unsat
M`?G??RGaA`h`c}??,embeddable,sat
M`?G??lef?IG@a?p_,embeddable,sat
M`?G??tbf?IOAQ?p_,unembeddable,unsat
M`?G??tef?GoAQ?p_,unembeddable,unsat
M`?G??tef?HG@a?p_,embeddable,sat
M`?G?@Tbf?EOAQ?p_,unembeddable,unsat
M`?G?@Xdf?DO@Q?p_,minimally unembeddable,unsat
M`?G?AXPPcD_o`?u?,unembeddable,unsat
M`?G?AhFECGgK`?u?,minimally unembeddable,unsat
M`?G?AoQQKDQDQ_w?,embeddable,sat
M`?G?BAKXSAoQQ`P?,unembeddable,unsat
M`?G?DXXd_@_?p_B_,unembeddable,unsat
M`?G?E?@obDSRA{C?,minimally unembeddable,unsat
M`?G?FGSdGEGAX@e?,embeddable,sat
M`?G?IG@pBBOOb{C?,minimally unembeddable,unsat
M`?G?SEWsdW?EPHH?,unembeddable,unsat
M`?G?_IH?DgJ`o}G?,unembeddable,unsat
M`?G?c_A_DgdbO{C?,minimally unembeddable,unsat
M`?GGOO?HAgR_w~??,minimally unembeddable,unsat
M`?GH@AC?K`KeDwQ?,unembeddable,unsat
M`?GH`G??C_NfCwa?,unembeddable,unsat
M`?GI?`C?O_[_f~??,minimally unembeddable,unsat
M`?GOH?CHB?Q_p~??,25-grid embeddable,sat
M`?GO__`QE?e?j}??,unembeddable,unsat
M`?GO`?@GBCQ_q~??,13-grid embeddable,sat
M`?GO`AGGG_H_p~??,minimally unembeddable,unsat
M`?GOccoA_S?Ab@[?,9-grid embeddable,sat
M`?GP?OPSH?Y?j}??,unembeddable,unsat
M`?GP@@C?G_\ecxA?,unembeddable,unsat
M`?GPHO??C_NfCwa?,embeddable,sat
M`?G_?`BAC_N`o}??,embeddable,sat
M`?G_CDG?WgR_[}??,embeddable,sat
M`?G_O@HAD?f_s}??,minimally unembeddable,unsat
M`?G_O@HADOM@e}??,minimally unembeddable,unsat
M`?G_OB@@AgR`K}??,minimally unembeddable,unsat
M`?G_OC?HAgR_w~??,embeddable,sat
M`?G_P?@HB?Q_p~??,5-grid embeddable,sat
M`?G_PAGGG_H_p~??,minimally unembeddable,unsat
M`?Gc@?GCUCiDgQK?,minimally unembeddable,unsat
M`?H?aGPAAOOIiDT?,embeddable,sat
M`?H?aG`AAGOIiDT?,13-grid embeddable,sat
M`?I?cgDE?S?@dAY?,13-grid embeddable,sat
M`?IA?aAWc?hhHeE?,unembeddable,unsat
M`?IA?aAga?hhHeE?,unembeddable,unsat
M`?IC?dE`_@`?{oB?,minimally unembeddable,unsat
M`?IKO_C?FdCDCo@_,embeddable,sat
M`?K?@wDSEgGB@G`_,unembeddable,unsat
M`?K@CQQIIDIDIb_?,unembeddable,unsat
M`?KAB_E_i?pASGH_,unembeddable,unsat
M`?KCCgDA_K?Ai@T?,13-grid embeddable,sat
M`?KP?@C?G_\UKxA?,5-grid embeddable,sat
M`?M@`G`?oC_?b?[_,minimally unembeddable,unsat
M`?OAOD?`O_Ub_{@?,9-grid embeddable,sat
M`?OI?@IOP?Tb_{@?,13-grid embeddable,sat
M`?OIO@?HO_Ub_{@?,17-grid embeddable,sat
M`?OO?HGaG_N`o}??,embeddable,sat
M`?OQO`?GG_Rb_{@?,embeddable,sat
M`?OR???GH`YkgrA?,unembeddable,unsat
M`?PA?B@OP@Bb_{@?,9-grid embeddable,sat
M`?PAOD?_O_Fb_{@?,embeddable,sat
M`?Q?OAG?H`YkWrA?,unembeddable,unsat
M`?YS?_?B_`i?k_W_,embeddable,sat
M`?\C?GO?TgaKO?X_,embeddable,sat
M`?\C?GO?[gEKO?X_,9-grid embeddable,sat
M`?\C?GOAP_qKO?X_,embeddable,sat
M`?\C?GOAW_UKO?X_,13-grid embeddable,sat
M`?_O_?`GTGL@s}??,minimally unembeddable,unsat
M`?_Oc??GPgq`W}A?,embeddable,sat
M`?__?BQKI@GB`{@?,9-grid embeddable,sat
M`?_aO??kH@EBo{@?,13-grid embeddable,sat
M`?_aOD?GC`Bb_{@?,9-grid embeddable,sat
M`?_aOH@?C_Fb_{@?,embeddable,sat
M`?g_?@QKE?KB`{@?,17-grid embeddable,sat
M`@@G?@ESB@CB`{@?,embeddable,sat
M`@C@OQE@GW?AF@w?,13-grid embeddable,sat
M`@G@?JC?I_Rw`eK?,unembeddable,unsat
M`@Gs?_?B_`i?k_W_,5-grid embeddable,sat
M`@Id?G_?p_aGP?h_,5-grid embeddable,sat
M`@Id?G_@P_a?XC`_,13-grid embeddable,sat
M`@K@?QE@AW?AF@w?,13-grid embeddable,sat
M`@K`?G?@owK?k@S_,embeddable,sat
M`@QT?G_?REC?d@E_,9-grid embeddable,sat
M`@QT?G_?UEC?L@E_,21-grid embeddable,sat
M`@SU?GG@P_K?dD@_,21-grid embeddable,sat
M`@aS_G_?``K?eH@_,13-grid embeddable,sat
M`@cQOO_?``S?UH@_,13-grid embeddable,sat
